index_product_wise,product_id_processed,comments,star_rating,helpful_votes,total_votes,verified_purchase,review_date,diff_date,is_predict
14,46,"['excellent', 'microwave', 'excellent', 'convection', 'oven', 'combined', 'compact', 'unit']",5.0,0.0,0.0,Y,2015-02-28,43.0,0
15,46,"['bought', 'emergency', 'replacement', 'wonderful', 'sharp', 'combo', 'oven', 'convection', 'circulating', 'fan', 'failed', 'time', 'repaired', 'fan', 'motor', 'simply', 'needed', 'replaced', 'microwave', 'function', 'still', 'worked', 'perfectly', 'needed', 'convection', 'oven', 'holiday', 'baking', 'thanksgiving', 'find', 'replacement', 'sharp', 'locally', 'time', 'line', 'order', 'found', 'samsung', 'locally', 'looked', 'like', 'fill', 'bill', 'save', 'holiday', 'disaster', 'far', 'pleased', 'you', 'memorize', 'ridiculous', 'sequences', 'controls', 'offer', 'numbers', 'feedback', 'manual', 'near', 'hand', 'essential', 'accept', 'two', 'entries', 'sequence', 'cooking', 'used', 'three', 'much', 'time', 'sharp', 'extraordinary', 'results', 'cooking', 'rice', 'polenta', 'now', 'enter', 'first', 'two', 'stages', 'third', 'first', 'two', 'finished', 'temperature', 'convection', 'mode', 'incredibly', 'erratic', 'set', '200', 'degrees', 'checked', 'oven', 'temperature', 'cooking', '350', 'today', 'set', '400', 'maximum', 'never', 'got', '350', 'think', 'control', 'circuit', 'board', 'failing', 'looked', 'clock', '6', '12', 'oven', 'clock', 'read', '10', 'something', 'reset', 'clock', 'looked', 'evening', 'around', '8', '30', 'read', '1', 'something', 'good', 'thing', 'appliance', 'beeper', 'shut', 'hate', 'electronic', 'beeps', 'as', 'far', 'concerned', 'samsung', 'stick', 'making', 'phones', 'try', 'produce', 'products', 'enough', 'concern', 'well', 'avoid', 'brand', 'appliances']",1.0,7.0,10.0,N,2015-03-01,1.0,0
16,46,"['several', 'samsung', 'appliances', 'looked', 'interesting', 'features', 'appearances', 'upgrading', 'appliances', 'then', 'found', 'problem', 'diving', 'customer', 'reviews', 'overall', 'ratings', 'good', 'customers', 'give', 'low', 'rates', 'catastrophic', 'failures', 'e', 'g', 'smoking', 'induction', 'ranges', 'brands', 'decided', 'stay', 'away', 'samsung', 'brand', 'major', 'purchases', 'as', 'got', 'appliances', 'sorted', 'still', 'need', 'microwave', 'looked', 'interesting', 'thought', 'ok', 'bad', 'its', 'neither', 'heavy', 'expensive', 'let', 'take', 'risk', 'but', 'wrong', 'long', 'story', 'short', 'month', 'turntable', 'starts', 'make', 'noise', 'after', '3', 'repair', 'attempts', 'several', 'weeks', 'left', 'turntable', 'turning', 'to', 'add', 'insult', '3', 'repair', 'attempts', 'even', 'register', 'samsung', 'system', 'even', 'lemon', 'law', 'applicable', 'case', 'trouble', 'claiming', 'based', 'found', 'taking', 'apart', 'broken', 'samsung', 'tv', 'think', 'company', 'put', 'much', 'emphasis', 'using', 'components', 'good', 'that', 'could', 'seeing', 'pattern', 'reliability', 'problems', 'across', 'product', 'lines']",2.0,2.0,2.0,Y,2015-03-05,4.0,0
17,46,"['terrible', 'product', 'broke', 'month', 'light']",1.0,1.0,4.0,Y,2015-03-06,1.0,0
18,46,"['unit', 'defective', 'upon', 'arrival', 'could', 'repaired', 'two', 'attempts', 'numerous', 'phone', 'calls', 'samsung', 'not', 'recommended', 'unless', 'like', 'wasting', 'time', 'microwave', 'month', 'purchase']",1.0,0.0,3.0,Y,2015-04-15,40.0,0
19,46,"['this', 'gives', 'off', 'tremendous', 'amount', 'of', 'heat', 'on', 'the', 'left', 'side', 'and', 'the', 'back', 'simply', 'touching', 'left', 'side', 'casually', 'completed', 'fast', 'heat', 'cycle', 'left', 'burn', 'forearm', 'felt', 'around', 'unit', 'without', 'touching', 'found', 'right', 'side', 'cool', 'top', 'reasonably', 'back', 'burning', 'heat', 'since', 'countertop', 'unit', 'side', 'exposed', 'applications', 'experience', 'unit', 'dangerous', 'especially', 'children', 'returning', 'immediately']",1.0,5.0,6.0,Y,2015-04-23,8.0,0
20,46,"['two', 'months', 'husband', 'love', 'microwave', 'plans', 'putting', 'new', 'island', 'built', 'looks', 'great', 'works', 'really', 'well', 'convection', 'feature', 'huge', 'bonus', 'buy']",5.0,0.0,0.0,Y,2015-05-05,12.0,0
21,46,"['very', 'good', 'event', 'toast', 'bread', 'thank', 'samsumg', 'amazon', 'tooooo']",5.0,2.0,2.0,Y,2015-05-11,6.0,0
22,46,"['item', 'month', 'purchased', 'replace', 'aging', 'micro', 'convection', '8', 'years', 'while', 'yet', 'used', 'various', 'settings', 'used', 'microwave', 'function', 'more', 'minute', 'received', 'item', 'box', 'show', 'damage', 'micro', 'sizable', 'dent', 'exterior', 'upper', 'back', 'part', 'side', 'panels', 'returning', 'item', 'seemed', 'like', 'huge', 'pain', 'problems', 'ordering', 'type', 'merchandise', 'line', 'source', 'called', 'amazon', 'customer', 'service', 'gave', 'credit', 'damage', 'on', 'performance', 'unit', 'work', 'well', 'microwave', 'however', 'louder', 'microwave', 'ever', 'past', 'including', 'micro', 'convection', 'bought', 'replace', 'is', 'problem', 'associated', 'dent', 'housing', 'perhaps', 'now', 'reason', 'used', 'micro', 'function', 'time', 'dig', 'thru', 'manual', 'figure', 'functions', 'really', 'intuitive', 'comes', 'ease', 'also', 'knew', 'wheel', 'time', 'adjustment', 'realize', 'much', 'gotten', 'simply', 'entering', 'time', 'digitally', 'know', 'sounds', 'like', 'petty', 'complaint', 'think', 'technology', 'advances', 'taking', 'backward', 'steps', 'product', 'design', 'add', 'time', 'decipher', 'instructions', 'functions']",3.0,1.0,1.0,Y,2015-05-15,4.0,0
23,46,"['came', 'damaged', 'returned']",3.0,0.0,7.0,Y,2015-06-18,34.0,0
24,46,"['wanted', 'product', 'microwave', 'toaster', 'claimed', 'description', 'toast', 'manual', 'awful', 'little', 'confusing', 'instructions']",3.0,4.0,4.0,Y,2015-06-18,0.0,0
25,46,"['oven', 'stopped', 'working', '1', 'month', 'got', 'samsung', 'unhelpful', 'repair', 'guy', 'came', 'said', 'fixed', 'still', 'working', 'chasing', 'samsung', 'weeks']",1.0,1.0,4.0,Y,2015-07-14,26.0,0
26,46,"['love', 'versatality', 'oven']",5.0,0.0,0.0,Y,2015-08-01,18.0,0
27,46,['love'],5.0,0.0,0.0,Y,2015-08-09,8.0,0
0,46,"['adequate', 'bakeware', 'bag', 'cheap', '28', 'bill', 'breaded', 'applied', 'construction', 'contacting', 'become', 'broken', 'carries', 'college', 'certain', 'cooks', 'cleaned', 'chipping', 'behind', 'btw', 'being', 'breaded', 'already', 'at', 'cloth', 'blow', 'baking', 'came', 'burnt', 'care', 'become', 'complain', 'allows', '2008', 'address', 'bubbling', 'close', 'cheaper', 'cable', 'causes', 'built', 'cant', 'advised', 'black', 'beware', 'cabinetry', 'bread', 'change', 'bottom', 'buyers', 'attempted', 'based', 'bent', 'bent', 'anyway', '2004', 'bought', 'clue', 'btw', 'amazon']",1.7139451205730438,79.61338591575623,81.79136991500854,0.3714388906955719,2022-02-22,90.05060702562332,1
1,46,"['broke', 'con', 'broke', 'before', 'adequate', 'affordable', '85', '24', 'choice', 'book', 'broiler', 'barely', 'bracket', 'crispy', 'circuit', 'brand', 'confirm', 'day', 'direct', 'chip', 'cons', 'coming', 'care', 'bowl', 'bigger', 'causing', 'considered', 'began', 'boil', 'begins', 'bare', 'answered', 'back', 'base', 'check', 'closes', 'cool', 'best', 'buy', 'casserole', 'builder', 'bottom', 'build', 'clearance', 'crazy', 'cupboard', 'complex', 'comments', 'comments', 'cute', 'deeper', 'crispy', 'complain', 'contract', 'combination', 'conventional', 'casseroles', 'coffee', 'board', 'carousels', 'always', 'advice', 'agree', 'although', 'another', 'also', '6', 'air']",0.8355295658111572,41.53941062092781,69.51252388954163,0.161208376288414,2022-02-22,14.993889674544334,1
2,46,"['average', 'component', 'bought', 'closes', 'august', 'broken', 'available', 'blow', 'calling', 'card', 'bulb', 'cleaned', 'caveat', 'blue', 'cavity', 'btw', 'carousel', 'contact', 'buyer', 'choosing', 'along', 'available', 'beverages', 'bent', 'about', 'bad', 'assume', 'came', 'address', 'bread', 'cannot', 'basically', 'catch', 'best', 'bulb', 'cook', 'carousel', 'continues', 'cabinet', 'complaint', 'constructed', 'coming', 'clearance', 'consider', 'cable', 'chosen', 'clock', 'check', 'comparable', 'carefully', 'bent', 'brown', 'boiling', 'appears', 'awesome', 'almost', 'bake', 'adorable', 'an', 'another']",0.716240406036377,39.10636940598488,84.20483064651489,0.16106343269348145,2022-02-22,31.66671761125326,1
3,46,"['christmas', 'coming', 'compact', 'basic', 'caught', 'beware', 'condo', 'carousel', 'box', 'butter', 'appliance', 'advantage', 'alarm', 'broken', 'bonus', 'appliance', 'appearance', 'anyway', 'completely', 'and', 'best', 'bake', 'care', 'cable', 'butter', 'chef', 'beep', 'bulb', 'blow', 'bells', 'calls', 'cubic', 'constant', 'come', 'cheap', 'cooking', 'codes', 'cheese', 'controls', 'came', 'clearance', 'chose', 'companies', 'bought', 'compliments', 'buying', 'dark', 'beginning', 'average', 'behind', '7', 'advised', 'assurant', 'adequate']",0.6101082265377045,33.85347577929497,83.06260800361633,0.13614720106124878,2022-02-22,24.727130088955164,1
4,46,"['bags', 'apartment', 'authorized', '50', 'certainly', 'basic', 'became', 'asin', 'companies', 'blow', 'amazing', 'carries', 'company', 'closes', 'buyer', 'choice', 'concept', 'bonus', 'beyond', 'catch', 'apart', 'common', 'bought', 'bubbling', 'anymore', 'bit', 'canada', '2016', 'black', 'amount', 'also', 'address', 'asked', 'board', 'breaks', 'carousel', 'burn', 'changed', 'breaded', 'auto', 'brand', 'contacting', 'complex', 'bucks', 'complain', 'chipping', 'charge', 'builder', 'ceiling', 'be', 'condo', 'button', 'come', 'before', 'chosen', 'changed', 'breaker', 'checking', 'crazy', 'break', 'cancel', 'bare', 'being', 'appliance', 'attractive', 'advise', 'become', 'additional', 'apart']",0.5290618538856506,23.681272245943546,72.80673933029175,0.12189260125160217,2022-02-22,16.840606935322285,1
5,46,"['annoying', 'appointments', '25', '18', 'casserole', 'beautifully', 'assigned', 'allowing', 'bosch', 'chance', 'company', 'clock', 'attractive', 'cabinetry', 'claim', 'clean', 'based', 'beeper', 'broke', 'combo', 'burning', 'beyond', 'answer', 'cable', 'available', 'attempted', 'cafe', 'broken', 'brought', '5e', 'bag', 'based', 'cafe', 'almost', 'around', 'better', 'away', 'average', 'bent', 'book', 'clue', 'caveat', 'beginning', 'care', 'breaded', 'carries', 'com', 'caveat', 'beware', 'bigger', 'cardboard', 'bags', 'attempted', 'brought', 'attempts', 'basic', 'anchor', '55', '99', '220v', 'accommodate', '900']",0.44778645038604736,16.890882954001427,65.59428310394287,0.10907122492790222,2022-02-22,7.95025247335434,1
6,46,"['ahead', 'chance', 'any', 'chat', 'bent', 'bubbling', 'bolt', 'apart', 'as', 'clearly', 'companies', 'code', 'case', 'company', 'bottom', 'com', 'caveat', 'being', 'another', 'bulky', 'btw', 'burning', 'bigger', 'advised', 'address', 'awful', 'adding', 'appointment', '2nd', 'attempts', 'answered', 'brought', 'bosch', '23', 'attempts', 'bulky', 'boiling', 'back', 'cloth', 'boat', 'claims', 'black', 'call', 'buttons', 'butter', 'carousels', 'claim', 'burnt', 'came', 'board', 'becoming', 'cafe', 'at', 'complaining', 'be', 'appeared', 'adding', 'anyone', 'action', '35', '800', '10', '500', '27']",0.3597317636013031,2.5558862164616585,52.179491460323334,0.09301707148551941,2022-02-22,-8.2074009552598,1
7,46,"['all', '55', '04', '01', 'college', 'appointments', 'bucks', 'conventional', 'came', 'bought', 'boat', 'awesome', 'complex', 'auto', 'chip', 'complaining', 'bottom', 'buyer', 'choice', 'apart', 'cable', 'cold', 'bright', 'burnt', 'breaks', 'amount', 'bag', 'brush', 'advice', 'after', '750', 'areas', '34', '2015', '700', 'all', 'becoming', '20', 'answer', 'available', 'appeared', 'accurate', 'being', 'as', 'appearance', 'compliments', 'buttons', 'called', 'brush', 'ceramic', 'choice', 'any', 'bought', 'blow', 'boiling', 'basically', 'bowl', 'asked', 'an', 'amazon', 'august', 'all', '99', '9', '90', '15']",0.2659234404563904,-10.126353852450848,43.13480108976364,0.07615771889686584,2022-02-22,-19.807948246598244,1
8,46,"['1', '6', '09', 'cups', 'box', 'alot', 'change', 'automatic', 'conventional', 'deep', 'based', 'concept', 'dacor', 'date', 'completely', 'coming', 'cake', 'brush', 'bonus', 'center', 'already', 'awesome', 'beat', 'be', 'asin', 'american', 'appreciate', 'august', 'an', 'annoying', 'beverages', 'better', 'change', 'burned', 'believe', 'brand', 'built', 'blow', 'alot', 'air', 'beeps', 'automatic', 'boil', 'become', 'apartment', 'beat', 'along', 'anybody', '200', '03', '2013']",0.1783144474029541,-16.285882465541363,41.026071429252625,0.06182551383972168,2022-02-22,-23.988041754812002,1
9,46,"['2006', 'came', 'comments', 'appliance', 'clearance', 'cannot', 'café', 'depth', 'expectations', 'dents', 'coffee', 'date', 'color', 'cleaning', 'brands', 'anymore', 'allows', 'blew', '16', 'appliance', 'am', '2016', '24', 'an', 'anchor', 'agreed', 'admit', 'apparently', 'became', 'after', 'appointments', 'blew', '99', 'another', 'appears', 'attempted', 'american', 'appliance', 'cabinetry', 'components', 'bill', 'began', 'bracket', 'assembly', 'broken', 'bulky', 'blew', 'blue', 'charges', 'café', 'bigger', 'book', 'before', 'board', 'adding', 'all', 'basically', 'appreciate', 'advertised', 'anyone', 'actual', 'advise', '01', '220v']",0.12250661849975586,-19.259834684431553,41.937955379486084,0.051620692014694214,2022-02-22,-21.40414995327592,1
0,47,"['after', 'two', 'brand', 'new', 'microwaves', 'became', 'prematurely', 'aged', 'paint', 'peeling', 'dysfunctional', 'decided', 'must', 'game', 'grokked', 'looked', 'microwave', 'look', 'basis', 'price', 'believers', 'get', 'pay', 'machine', 'machine', 'made', 'man', 'work', 'flawslessly', 'baked', 'enamel', 'piece', 'interior', 'looks', 'like', 'outlast', 'microwaves', 'future', 'watch', 'report', 'two', 'months', 'counting']",5.0,7.0,10.0,Y,2014-11-30,0.0,0
1,47,"['came', 'huge', 'dent', 'side']",1.0,1.0,36.0,Y,2014-12-18,18.0,0
2,47,"['videoid', '567df035967d824cead7d2509901668b', 'unit', 'went', 'initial', 'warranty', 'expired', 'unit', 'listed', '10', 'year', 'warranty', 'magnetron', 'magnetron', 'main', 'engine', 'microwave', 'jumped', 'thru', 'hopes', 'weeks', 'including', 'taking', 'videos', 'product', 'shooting', 'flaming', 'sparks', 'samsung', 'warranty', 'service', 'told', 'service', 'agreement', 'near', 'arkansas', 'another', 'week', 'passed', 'spoke', 'phone', 'finally', 'agreed', 'partial', 'refund', 'sent', 'email', 'confirming', 'amount', 'said', 'fine', 'went', 'bought', 'another', 'microwave', 'they', 'never', 'sent', 'refund', 'called', 'week', 'later', 'said', 'provide', 'parts', 'original', 'microwave', 'easily', 'done', 'told', 'they', 'never', 'said', 'word', 'either', 'phone', 'email', 'unit', 'last', 'longer', 'feel', 'stupid', 'bought', 'kitchen', 'full', 'samsung', 'appliances', 'now', 'break', 'deal', 'deceptive', 'people', 'lack', 'support', 'steer', 'clear']",1.0,6.0,7.0,Y,2014-12-21,3.0,0
3,47,"['perhaps', 'got', 'bum', 'microwave', 'everything', 'comes', 'hot', 'outside', 'cold', 'middle', 'and', 'sensor', 'cook', 'like', 'panasonic', 'microwaves', 'choosing', '34', 'frozen', 'vegetable', '34', 'settings', 'cooks', 'vegetables', '3', '5', 'minutes', '60', 'less', 'third', 'actually', 'needs', 'got', 'replace', 'faulty', 'panasonic', 'since', 'panasonic', 'customer', 'service', 'terrible', 'going', 'back', 'panasonic']",2.0,3.0,7.0,Y,2015-01-11,21.0,0
4,47,"['is', 'combination', 'microwave', 'oven', 'worth', 'extra', 'cost', 'samsung', 'counter', 'top', 'grill', 'microwave', 'certainly', 'used', '34', 'combi', '34', 'button', '30', 'microwave', 'power', 'combined', 'single', 'temperature', 'top', 'heating', 'element', 'along', '34', 'crusty', 'plate', '34', 'grill', 'rack', 'cook', 'bacon', 'hamburgers', 'frozen', 'hamburgers', 'all', 'came', 'tasting', 'like', 'grilled', 'meats', 'microwaved', 'meats', 'regular', 'microwave', 'features', 'work', 'like', 'standard', 'microwave', 'interior', 'easy', 'clean', 'microwave', 'door', 'mirror', 'takes', 'little', 'getting', 'used', 'see', 'attached', 'photo', 'thing', 'like', 'appliance', 'mirrored', 'door', 'allow', 'watch', 'food', 'cooking', 'beautiful', 'kitchen', 'appliance', 'performs', 'function', 'microwave', 'toaster', 'oven', 'but', 'everything', 'cooks', 'speed', 'microwave', 'at', '950', 'watts', 'microwave', 'little', 'less', 'powerful', 'old', '1000', 'watt', 'sears', 'microwave', 'need', 'set', 'slightly', 'longer', 'cooking', 'reheating', 'times', 'cleaning', 'tip', 'if', 'grill', 'bacon', 'get', 'grease', 'splatter', 'roof', 'microwave', 'bon', 'ami', 'removes', 'easily', 'without', 'scratching', 'interior']",5.0,104.0,117.0,N,2015-01-12,1.0,0
5,47,"['microwave', 'months', 'door', 'design', 'similar', 'last', 'microwave', 'lasted', 'two', 'years', 'chose', 'brand', 'seem', 'make', 'superior', 'product', 'so', 'far', 'heats', 'well', 'easy', 'clean', 'problems']",4.0,3.0,6.0,Y,2015-01-13,1.0,0
6,47,"['written', 'quite', 'product', 'reviews', 'past', 'never', 'seen', 'much', 'debate', 'misinformation', 'seem', 'simple', 'kitchen', 'appliance', 'lot', 'reviews', 'read', 'either', 'mistaken', 'details', 'trying', 'compare', 'apples', 'oranges', 'samsung', 'whoever', 'samsung', 'dealer', 'added', 'confusion', 'unfortunately', 'first', 'points', 'set', 'record', 'straight', 'appliance', 'not', 'covered', 'stainless', 'steel', 'there', 'may', 'bit', 'trim', 'seems', 'like', 'whoever', 'wrote', 'description', 'actually', 'sen', 'person', 'most', 'outside', 'black', 'textured', 'metal', 'finish', 'seem', 'blend', 'quite', 'nicely', 'black', 'stainless', 'steel', 'kitchen', 'appliances', 'may', 'blend', 'kitchen', 'stainless', 'black', 'though', 'there', 'bare', 'minimum', 'plastic', 'construction', 'limited', 'trim', '34', 'open', 'button', '34', 'part', 'door', 'latch', 'problem', 'keeping', 'either', 'highly', 'polished', 'front', 'door', 'clean', 'outside', 'appliance', 'in', 'fact', 'texture', 'black', 'sheet', 'metal', 'outside', 'surface', 'actually', 'prevents', 'becoming', 'fingerprint', 'magnet', 'another', 'misconception', 'comes', 'grill', 'rack', 'fits', 'inside', 'some', 'people', 'mentioned', 'used', 'grill', 'mode', 'true', 'rack', 'used', 'combination', 'grill', 'microwave', 'mode', 'fine', 'microwave', 'not', 'burst', 'flames', 'from', 'manual', 'page', '11', '34', 'grill', 'rack', 'placed', 'turntable', 'metal', 'rack', 'used', 'grill', 'combination', 'cooking', '34', 'even', '34', 'work', '34', 'microwave', 'setting', 'although', 'contribute', 'cooking', 'process', 'in', 'fact', 'main', 'feature', 'appliance', 'ability', 'microwave', 'and', 'grill', 'time', 'utilize', 'grill', 'effect', 'without', 'rack', 'place', 'brings', 'main', 'point', 'review', 'those', 'critical', 'appliance', 'simply', 'comparing', 'microwave', 'apples', 'vs', 'oranges', 'type', 'logic', 'addition', 'grilling', 'element', 'really', 'makes', 'unfair', 'comparison', 'is', 'heavier', 'stand', 'alone', 'microwaves', 'of', 'course', 'entirely', 'separate', 'heating', 'element', 'electronics', 'carries', 'additional', 'weight', 'ceramic', 'enamel', 'interior', 'really', 'two', 'appliances', 'work', 'together', 'seamlessly', 'greatly', 'enhance', 'texture', 'heat', 'distribution', 'foods', 'pasta', 'pizza', 'crusts', 'etc', 'additional', 'heating', 'element', 'also', 'makes', 'appliance', 'larger', 'stand', 'alone', 'microwaves', 'entirely', 'understandable', 'also', 'explains', 'slightly', 'lower', 'wattage', 'rating', 'heavy', 'duty', 'microwaves', 'if', 'used', 'grill', 'though', 'seems', 'cook', 'items', 'fast', 'microwave', 'higher', 'wattage', 'rating', 'adding', 'weight', 'metal', 'exterior', 'uses', 'heavier', 'gauge', 'sheet', 'metal', 'vast', 'majority', 'stand', 'alone', 'microwaves', 'market', 'reason', 'pretty', 'simple', 'to', 'keep', 'people', 'burning', 'coming', 'contact', 'appliance', 'without', 'heavy', 'duty', 'necessarily', 'heavy', 'inside', 'outside', 'finishes', 'device', 'eventually', 'lead', 'someone', 'getting', 'accidentally', 'burned', 'for', 'wonder', 'capacity', 'wattage', 'reasons', 'boil', 'safety', 'you', 'add', 'much', 'shielding', 'keep', 'size', 'cost', 'appliance', 'practical', 'think', 'samsung', 'engineers', 'pretty', 'good', 'job', 'balancing', 'safety', 'size', 'materials', 'keep', 'reasonable', 'cost', 'device', 'offers', 'much', 'simple', 'microwave', 'in', 'regards', 'cost', 'seen', 'price', 'product', 'fluctuate', 'wildly', 'past', 'weeks', 'at', 'point', 'believe', '179', 'shipping', 'included', 'then', 'went', '230', 'shipping', 'not', 'included', 'today', '199', '99', 'free', 'shipping', 'idea', 'msrp', 'unit', 'actually', 'quality', 'construction', 'features', 'carries', 'seems', 'like', 'bargain', 'for', 'personally', 'product', 'right', 'size', 'foods', 'cook', 'offers', 'lot', 'flexibility', 'cook', 'things', 'polished', 'surface', 'makes', 'far', 'nicest', 'looking', 'appliance', 'kitchen', 'ever', 'reminds', 'lot', 'samsung', 'galaxy', 's4', 'cellphone', 'actually', 'all', 'happier', 'purchase', 'recommend', 'anyone', 'if', 'interest', 'grilling', 'feature', 'probably', 'want', 'buy', 'though', 'definitely', 'expensive', 'stand', 'alone', 'microwave', 'if', 'going', 'microwaving', 'overkill', 'never', 'go', 'back', 'regular', 'microwave', 'used', 'though', 'spoiled', 'product', 'cooking', 'ability', 'point', 'in', 'event', 'think', 'deserves', 'praise', 'seems', 'getting', 'try', 'bet', 'disappointed', 'n', '199', '99', 'free', 'shipping', 'idea', 'msrp', 'unit', 'actually', 'quality', 'construction', 'features', 'carries', 'seems', 'like', 'bargain', 'for', 'personally', 'product', 'right', 'size', 'foods', 'cook', 'offers', 'lot', 'flexibility', 'cook', 'things', 'polished', 'surface', 'makes', 'far', 'nicest', 'looking', 'appliance', 'kitchen', 'ever', 'reminds', 'lot', 'samsung', 'galaxy', 's4', 'cellphone', 'actually', 'all', 'happier', 'purchase', 'recommend', 'anyone', 'if', 'interest', 'grilling', 'feature', 'probably', 'want', 'buy', 'though', 'definitely', 'expensive', 'stand', 'alone', 'microwave', 'if', 'going', 'microwaving', 'overkill', 'never', 'go', 'back', 'regular', 'microwave', 'used', 'though', 'spoiled', 'product', 'cooking', 'ability', 'point', 'in', 'event', 'think', 'deserves', 'praise', 'seems', 'getting', 'try', 'bet', 'disappointed']",5.0,814.0,848.0,N,2015-01-19,6.0,0
7,47,"['first', 'thing', 'know', 'microwave', 'big', 'make', 'sure', 'adequate', 'counter', 'space', 'accommodate', 'simple', 'things', 'like', 'heating', 'things', 'quicky', 'for', 'works', 'well', 'yet', 'tried', 'grilling', 'feature']",3.0,3.0,9.0,N,2015-01-28,9.0,0
8,47,"['quality', 'merchandise', 'great', 'value']",5.0,1.0,4.0,Y,2015-02-02,5.0,0
9,47,"['samsung', 'counter', 'top', 'grill', 'microwave', 'contains', 'lot', 'features', 'including', 'soften', 'melt', 'setting', 'grill', 'capability', 'probably', 'large', 'countertops', 'obvious', 'drawback', 'considering', 'advertised', 'however', 'using', 'microwave', 'say', 'works', 'well', 'components', 'plastic', 'seems', 'pretty', 'well', 'constructed', 'grilling', 'feature', 'microwave', 'includes', 'grill', 'setting', 'accomplishing', 'grilling', 'soften', 'melt', 'feature', 'nice', 'tried', 'soften', 'melt', 'feature', 'example', 'worked', 'fine', 'also', 'think', 'microwave', 'attractive', 'problem', 'real', 'problem', 'see', 'microwave', 'large', 'countertops', 'if', 'problem', 'recommend', 'microwave', 'otherwise', 'recommend', 'looking', 'smaller', 'microwave']",4.0,3.0,5.0,N,2015-02-03,1.0,0
10,47,"['finally', 'microwave', 'beep', 'included', '34', 'crusty', 'plate', '34', 'badly', 'bent']",5.0,0.0,3.0,Y,2015-02-05,2.0,0
11,47,"['arrived', 'damaged', 'needed', 'immediately']",2.0,1.0,11.0,Y,2015-02-08,3.0,0
12,47,"['gotta', 'say', 'microwave', 'looks', 'slick', 'kitchen', 'nice', 'led', 'display', 'sleek', 'metal', 'samsung', 'look', 'goes', 'nice', 'new', 'samsung', 'washer', 'dryer', 'set', 'also', 'works', 'great', 'controls', 'laid', 'intuitively']",5.0,0.0,2.0,Y,2015-02-16,8.0,0
13,47,"['great', 'microwave', 'purposes', 'looks', 'great', 'easy', 'clean', 'grilling', 'seem', 'work', 'well', 'shown', 'maybe', 'practice', 'makes', 'purpose', 'dont', 'throw', 'away', 'instructions', 'want', 'try', 'cooking', 'methods']",4.0,2.0,3.0,Y,2015-02-23,7.0,0
14,47,"['around', 'months', 'starting', 'automatically', 'come', 'close', 'door', 'stop', 'button', 'turn', 'open', 'close', 'door', 'shuts', 'automatically', 'turns']",1.0,3.0,6.0,N,2015-02-26,3.0,0
15,47,"['working', 'need', 'set', 'extra', 'time', 'get', 'food', 'warm', 'what', 'normally', 'warm', '30', 'seconds', 'ge', 'microwave', 'oven', 'takes', '1', 'minutes', '30', 'seconds', 'warm', 'could', 'return', 'want', 'amazon', 'tag', 'product', 'return', 'guy', 'not', 'recommended', 'anyone', 'looking', 'fast', 'action', 'product']",2.0,0.0,5.0,Y,2015-03-09,11.0,0
16,47,"['cord', 'long', 'enough', 'pay', 'money', 'longer', 'cord']",1.0,1.0,26.0,Y,2015-03-24,15.0,0
17,47,"['like', 'allow', 'finger', 'prints']",5.0,0.0,1.0,Y,2015-03-25,1.0,0
18,47,"['got', 'microwaves', 'yesterday', 'add', 'know', 'but', 'far', 'good', 'like', 'look', 'ease', 'cannot', 'wait', 'try', 'grill', 'feature', 'grill', 'feature', 'make', 'heavier', 'much', 'also', 'comparing', 'microwaves', 'remember', 'look', 'wattage', 'bit', 'lower', 'cooking', 'times', 'bit', 'longer']",4.0,0.0,1.0,Y,2015-03-31,6.0,0
19,47,"['fit', 'perfect', 'cupboard', 'nice', 'sleek', 'design', 'easy', 'clean', 'used', 'grill', 'part', 'yet', 'expect', 'soon']",4.0,0.0,1.0,Y,2015-04-16,16.0,0
20,47,"['slick', 'looking', 'unit', 'unfortunately', 'heat', 'things', 'fast', 'enough', 'probably', '950', 'watts', 'instead', '1100', 'like', 'many', 'others', 'grill', 'feature', 'nice', 'addition', 'allowing', 'cook', 'items', 'normally', 'cook', 'microwave', 'cosmetically', 'treat', 'look', 'different', 'others', 'you', 'can', 'see', 'food', 'inside', 'cooking', 'black', 'interior', 'easy', 'see', 'others', 'front', 'plastic', 'stainless', 'controls', 'nice', 'push', 'button', 'opener', 'easy', 'unit', 'relatively', 'quiet', 'cooking', 'overall', 'quite', 'pleased', 'however', 'like', 'nuke', 'food', 'shortest', 'time', 'look', 'elsewhere']",4.0,1.0,3.0,N,2015-04-18,2.0,0
21,47,"['nice', 'microwave', 'arrived', 'quickly', 'actually', '40', 'dollars', 'cheaper', 'local', 'big', 'box', 'stores', 'quiet', 'sleek', 'look', 'grill', 'function', 'works', 'well', 'far', 'week', 'seems', 'job', 'described']",4.0,0.0,1.0,Y,2015-05-30,42.0,0
22,47,"['simply', 'best', 'microwave', 'ever', 'owned']",5.0,0.0,1.0,Y,2015-06-15,16.0,0
23,47,"['microwave', 'months', 'used', 'open', 'easily', 'longer', 'opens', 'push', 'button', 'manually', 'pull', 'door', 'open', 'definitely', 'disappointment', 'hope', 'return']",2.0,5.0,6.0,Y,2015-07-04,19.0,0
24,47,"['not', 'fun', 'thought']",3.0,0.0,5.0,Y,2015-07-04,0.0,0
